	sample	length_mm	Slice	seedling	genotype	Position	continued_growing	seedling_luc
2	Substack (1-122-2):0061-0179-0295:61	7.803	47	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	47	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	47	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	28.164	47	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	27.742	47	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	47	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	27.324	47	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	47	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0061-0224-0221:61	22.162	46	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0061-0179-0295:61	7.803	46	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	46	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	46	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	27.033	46	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	26.672	46	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	46	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	26.514	46	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	46	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0061-0224-0221:61	21.404	45	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0061-0179-0295:61	7.803	45	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	45	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	45	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	26.42	45	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	25.823	45	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	45	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	25.651	45	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	45	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0061-0224-0221:61	20.899	44	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0061-0179-0295:61	7.803	44	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	44	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	44	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	25.716	44	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	25.202	44	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	44	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	24.582	44	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	44	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0061-0224-0221:61	20.062	43	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0061-0179-0295:61	7.803	43	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	43	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	43	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	24.65	43	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	24.097	43	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	43	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	23.621	43	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	43	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0061-0224-0221:61	19.281	42	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0061-0179-0295:61	7.803	42	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	42	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	42	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	23.806	42	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	23.235	42	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	42	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	22.702	42	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	42	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0061-0224-0221:61	18.563	41	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0061-0179-0295:61	7.803	41	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	41	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	41	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	22.889	41	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	22.558	41	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	41	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	21.948	41	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	41	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0061-0224-0221:61	17.769	40	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0061-0179-0295:61	7.803	40	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	40	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	40	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	22.315	40	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	21.721	40	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	40	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	21.276	40	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	40	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0061-0224-0221:61	17.171	39	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0061-0179-0295:61	7.803	39	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	39	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	39	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	21.465	39	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	21.043	39	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	39	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	20.467	39	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	39	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0061-0224-0221:61	16.363	38	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0061-0179-0295:61	7.803	38	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	38	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	38	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	20.538	38	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	20.042	38	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	38	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	19.443	38	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	38	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0061-0224-0221:61	15.926	37	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0061-0179-0295:61	7.803	37	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	37	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	37	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	19.57	37	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	19.259	37	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	37	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	18.446	37	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	37	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0061-0224-0221:61	15.28	36	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0061-0179-0295:61	7.803	36	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	36	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	36	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	18.921	36	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	18.647	36	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	36	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	17.827	36	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	36	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0061-0224-0221:61	14.552	35	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0061-0179-0295:61	7.803	35	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	35	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	35	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	18.205	35	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	17.643	35	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	35	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	16.911	35	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	35	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0061-0224-0221:61	13.96	34	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0061-0179-0295:61	7.803	34	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	34	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	34	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	17.299	34	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	17.03	34	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	34	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	16.097	34	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	34	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0061-0224-0221:61	13.388	33	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0061-0179-0295:61	7.803	33	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	33	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	33	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	16.004	33	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	16.059	33	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	33	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	15.124	33	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	33	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0061-0224-0221:61	12.916	32	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0061-0179-0295:61	7.803	32	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	32	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	32	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	15.707	32	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	15.5	32	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	32	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	14.463	32	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	32	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0061-0224-0221:61	12.408	31	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0061-0179-0295:61	7.803	31	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	31	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	31	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	14.891	31	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	15.116	31	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	31	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	14.161	31	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	31	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0061-0224-0221:61	11.679	30	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0061-0179-0295:61	7.803	30	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0177-0395:61	8.255	30	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0336-0129:61	8.854	30	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0061-0381-0194:61	14.302	30	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0061-0380-0267:61	14.064	30	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0061-0329-0301:61	6.215	30	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0061-0370-0371:61	13.4	30	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0061-0324-0400:61	6.493	30	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	11.51	29	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	7.622	29	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	8.435	29	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	8.031	29	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	12.942	29	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	13.717	29	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	6.126	29	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	12.267	29	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	6.527	29	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	10.781	28	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	7.622	28	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	8.435	28	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	8.031	28	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	12.074	28	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	12.627	28	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	6.126	28	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	11.741	28	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	6.527	28	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	10.175	27	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	7.622	27	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	8.435	27	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	8.031	27	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	11.567	27	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	12.019	27	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	6.126	27	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	11.148	27	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	6.527	27	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	9.507	26	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	7.614	26	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	8.435	26	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	8.031	26	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	10.964	26	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	11.175	26	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	6.126	26	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	10.69	26	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	6.527	26	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	9.118	25	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	7.375	25	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	8.435	25	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	8.031	25	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	10.143	25	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	10.553	25	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	6.126	25	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	10.086	25	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	6.527	25	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	8.539	24	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	7.375	24	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	8.435	24	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	7.772	24	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	9.564	24	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	9.913	24	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	6.126	24	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	9.355	24	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	6.527	24	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	8.071	23	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	7.375	23	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	8.435	23	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	7.772	23	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	9.13	23	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	9.389	23	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	6.126	23	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	8.786	23	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	6.527	23	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	7.483	22	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	7.375	22	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	8.203	22	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	7.148	22	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	8.499	22	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	8.762	22	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	6.126	22	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	8.382	22	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	6.527	22	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	7.107	21	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	7.375	21	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	8.203	21	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	6.758	21	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	7.954	21	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	8.21	21	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	6.126	21	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	7.774	21	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	6.527	21	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	6.767	20	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	7.375	20	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	7.781	20	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	6.758	20	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	7.53	20	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	7.342	20	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	6.126	20	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	7.424	20	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	6.527	20	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	6.215	19	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	6.883	19	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	7.436	19	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	6.065	19	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	6.858	19	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	7.046	19	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	6.006	19	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	6.923	19	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	6.527	19	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	5.783	18	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	6.764	18	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	7.119	18	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	5.684	18	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	6.616	18	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	6.649	18	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	5.766	18	seedling20	p35S:LUC	Pos1	no	
